number,value,datetime_start,datetime_complete,duration,params_entanglement,params_feature_map_type,params_paulis,params_reps,user_attrs_macro_f1,state,trial_number,feature_map_type,reps,entanglement,paulis,status,error_message,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,fit_time_seconds,inference_time_seconds,peak_cpu_percent,peak_ram_mb,peak_gpu_memory_mb
26,0.8341307814992026,2026-06-17 11:49:57.401254,2026-06-17 11:50:31.082708,0 days 00:00:33.681454,full,PauliFeatureMap,"[""Y"", ""Z""]",3,0.8341307814992026,COMPLETE,26,PauliFeatureMap,3,full,"[""Y"", ""Z""]",completed,,0.8333333333333334,0.8425925925925926,0.8333333333333334,0.8341307814992026,0.8341307814992026,19.546026100000745,14.130308700001478,110.2,254.1015625,6994.18359375
27,0.8026483320600967,2026-06-17 11:50:31.083712,2026-06-17 11:50:56.320539,0 days 00:00:25.236827,full,PauliFeatureMap,"[""ZZ""]",2,0.8026483320600967,COMPLETE,27,PauliFeatureMap,2,full,"[""ZZ""]",completed,,0.8,0.8282828282828283,0.8000000000000002,0.8026483320600967,0.8026483320600967,14.415213500000391,10.816271400002734,108.0,253.39453125,7239.68359375
28,0.8666666666666667,2026-06-17 11:50:56.320539,2026-06-17 11:51:20.915449,0 days 00:00:24.594910,full,PauliFeatureMap,"[""X"", ""Z""]",2,0.8666666666666667,COMPLETE,28,PauliFeatureMap,2,full,"[""X"", ""Z""]",completed,,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,14.484757900001568,10.102528000003076,101.9,253.765625,6806.5703125
29,0.6726841257733707,2026-06-17 11:51:20.915449,2026-06-17 11:51:52.837634,0 days 00:00:31.922185,linear,PauliFeatureMap,"[""Z"", ""ZZ""]",3,0.6726841257733707,COMPLETE,29,PauliFeatureMap,3,linear,"[""Z"", ""ZZ""]",completed,,0.6666666666666666,0.6933760683760685,0.6666666666666666,0.6726841257733707,0.6726841257733707,18.85761629999979,13.059439799999382,133.0,254.30078125,6302.9765625
30,0.9333333333333332,2026-06-17 11:51:52.837634,2026-06-17 11:52:07.434881,0 days 00:00:14.597247,full,PauliFeatureMap,"[""Z""]",2,0.9333333333333332,COMPLETE,30,PauliFeatureMap,2,full,"[""Z""]",completed,,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333333,8.606436300000496,5.985047599999234,105.6,253.98828125,6302.9765625
31,0.9333333333333332,2026-06-17 11:52:07.434881,2026-06-17 11:52:32.753364,0 days 00:00:25.318483,full,PauliFeatureMap,"[""Y"", ""Z""]",2,0.9333333333333332,COMPLETE,31,PauliFeatureMap,2,full,"[""Y"", ""Z""]",completed,,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333333,15.277149500001542,10.035433099998045,103.7,253.90234375,6302.9765625
32,0.9333333333333332,2026-06-17 11:52:32.753364,2026-06-17 11:52:58.256503,0 days 00:00:25.503139,full,PauliFeatureMap,"[""Y"", ""Z""]",2,0.9333333333333332,COMPLETE,32,PauliFeatureMap,2,full,"[""Y"", ""Z""]",completed,,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333333,14.650435700001253,10.846648599999753,107.8,253.98046875,6302.9765625
33,0.9333333333333332,2026-06-17 11:52:58.256503,2026-06-17 11:53:22.657263,0 days 00:00:24.400760,full,PauliFeatureMap,"[""Y"", ""Z""]",2,0.9333333333333332,COMPLETE,33,PauliFeatureMap,2,full,"[""Y"", ""Z""]",completed,,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333333,14.599467600000935,9.796035200000915,108.6,254.296875,6302.9765625
34,0.0,2026-06-17 11:53:22.657263,2026-06-17 11:53:22.659323,0 days 00:00:00.002060,linear,ZFeatureMap,,2,,COMPLETE,34,ZFeatureMap,2,linear,,failed,'NoneType' object has no attribute 'items',,,,,,,,,,
35,0.771345029239766,2026-06-17 11:53:22.660323,2026-06-17 11:53:56.074414,0 days 00:00:33.414091,full,PauliFeatureMap,"[""X"", ""Y"", ""Z""]",2,0.771345029239766,COMPLETE,35,PauliFeatureMap,2,full,"[""X"", ""Y"", ""Z""]",completed,,0.7666666666666667,0.7787878787878787,0.7666666666666666,0.771345029239766,0.771345029239766,20.238518199999817,13.169754699996702,101.7,254.3671875,6302.9765625
36,0.0,2026-06-17 11:53:56.075414,2026-06-17 11:53:56.076420,0 days 00:00:00.001006,full,ZFeatureMap,,2,,COMPLETE,36,ZFeatureMap,2,full,,failed,'NoneType' object has no attribute 'items',,,,,,,,,,
37,0.9333333333333332,2026-06-17 11:53:56.076420,2026-06-17 11:54:19.377465,0 days 00:00:23.301045,linear,PauliFeatureMap,"[""Y"", ""Z""]",2,0.9333333333333332,COMPLETE,37,PauliFeatureMap,2,linear,"[""Y"", ""Z""]",completed,,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333333,13.836688200000935,9.457326200001262,100.1,254.7578125,6302.9765625
38,0.8026483320600968,2026-06-17 11:54:19.377465,2026-06-17 11:54:34.597659,0 days 00:00:15.220194,full,PauliFeatureMap,"[""Y"", ""Z""]",1,0.8026483320600968,COMPLETE,38,PauliFeatureMap,1,full,"[""Y"", ""Z""]",completed,,0.8,0.8282828282828283,0.7999999999999999,0.8026483320600968,0.8026483320600967,9.103672900000674,6.109053700001823,100.1,254.77734375,6302.9765625
39,0.9333333333333332,2026-06-17 11:54:34.597659,2026-06-17 11:55:00.747185,0 days 00:00:26.149526,full,PauliFeatureMap,"[""Y"", ""Z""]",2,0.9333333333333332,COMPLETE,39,PauliFeatureMap,2,full,"[""Y"", ""Z""]",completed,,0.9333333333333333,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333333,16.04583470000216,10.098420400001487,133.0,254.8984375,6319.453125
